Iteration	ValueMean	ValueStddev	DerivMean	DerivStddev	OderivMean	OderivStddev	Value_5th	Value_50th	Value_95th	Deriv_5th	Deriv_50th	Deriv_95th	Oderiv_5th	Oderiv_50th	Oderiv_95th
23	0.56	0.38	0.481	0.228	0.00169	0.00131	0.15	0.48	1.3	0.17	0.48	0.86	0.001	0.002	0.003
24	0.559	0.378	0.48	0.228	0.00283	0.0022	0.15	0.48	1.3	0.17	0.48	0.86	0.002	0.003	0.004
25	0.559	0.376	0.48	0.228	0.00622	0.00478	0.15	0.48	1.3	0.17	0.47	0.86	0.004	0.006	0.009
26	0.558	0.374	0.48	0.226	0.00209	0.0016	0.15	0.48	1.3	0.17	0.47	0.85	0.001	0.002	0.003
27	0.556	0.373	0.48	0.226	0.00289	0.0022	0.15	0.48	1.3	0.17	0.48	0.85	0.002	0.003	0.004
28	0.554	0.371	0.48	0.226	0.00174	0.00133	0.15	0.47	1.3	0.17	0.48	0.85	0.001	0.002	0.003
29	0.552	0.37	0.48	0.226	0.0056	0.00424	0.15	0.48	1.3	0.17	0.48	0.85	0.004	0.005	0.008
30	0.552	0.368	0.48	0.225	0.00191	0.00144	0.15	0.47	1.3	0.18	0.47	0.85	0.001	0.002	0.003
31	0.55	0.367	0.48	0.225	0.00159	0.00117	0.15	0.47	1.3	0.18	0.48	0.85	0.001	0.001	0.002
32	0.547	0.366	0.48	0.225	0.00163	0.00118	0.15	0.46	1.3	0.17	0.48	0.85	0.001	0.001	0.002
33	0.546	0.365	0.48	0.225	0.00272	0.00198	0.15	0.46	1.3	0.17	0.48	0.85	0.002	0.002	0.004
34	0.545	0.364	0.48	0.225	0.00271	0.00196	0.15	0.47	1.3	0.18	0.48	0.85	0.002	0.002	0.004
35	0.542	0.363	0.479	0.226	0.00725	0.00529	0.14	0.47	1.3	0.17	0.47	0.85	0.005	0.006	0.01
36	0.542	0.362	0.479	0.225	0.00651	0.00483	0.15	0.47	1.3	0.17	0.47	0.85	0.004	0.006	0.01
37	0.542	0.361	0.479	0.224	0.00165	0.00121	0.15	0.46	1.3	0.17	0.48	0.85	0.001	0.001	0.003
38	0.54	0.36	0.48	0.224	0.00185	0.00136	0.15	0.46	1.3	0.17	0.48	0.85	0.001	0.002	0.003
39	0.538	0.359	0.48	0.224	0.00347	0.00255	0.15	0.46	1.3	0.18	0.48	0.85	0.002	0.003	0.005
40	0.536	0.358	0.48	0.224	0.0019	0.00139	0.15	0.46	1.3	0.18	0.48	0.85	0.001	0.002	0.003
41	0.535	0.357	0.48	0.224	0.00324	0.00236	0.15	0.46	1.3	0.18	0.48	0.85	0.002	0.003	0.005
42	0.533	0.357	0.479	0.224	0.00747	0.00544	0.14	0.46	1.3	0.17	0.48	0.85	0.005	0.007	0.01
43	0.533	0.356	0.48	0.223	0.00243	0.00174	0.15	0.45	1.3	0.18	0.48	0.85	0.002	0.002	0.004
44	0.531	0.355	0.48	0.223	0.00335	0.00241	0.14	0.45	1.3	0.18	0.48	0.85	0.002	0.003	0.005
45	0.53	0.354	0.48	0.223	0.00197	0.00141	0.14	0.45	1.3	0.17	0.48	0.85	0.001	0.002	0.003
46	0.528	0.354	0.479	0.224	0.00666	0.00477	0.14	0.45	1.3	0.17	0.48	0.84	0.004	0.006	0.01
47	0.527	0.353	0.48	0.223	0.0022	0.00156	0.14	0.45	1.3	0.18	0.48	0.85	0.001	0.002	0.003
48	0.526	0.352	0.479	0.223	0.0018	0.00127	0.14	0.45	1.2	0.18	0.48	0.84	0.001	0.002	0.003
49	0.525	0.352	0.479	0.223	0.00185	0.00131	0.14	0.45	1.2	0.18	0.48	0.84	0.001	0.002	0.003
50	0.524	0.351	0.479	0.223	0.00309	0.00217	0.14	0.44	1.2	0.18	0.48	0.84	0.002	0.003	0.005
51	0.523	0.35	0.48	0.223	0.00306	0.00214	0.14	0.45	1.2	0.18	0.48	0.84	0.002	0.003	0.005
52	0.52	0.35	0.479	0.224	0.00841	0.00594	0.14	0.45	1.2	0.17	0.48	0.84	0.005	0.008	0.01
53	0.52	0.349	0.479	0.224	0.00764	0.00541	0.14	0.45	1.2	0.17	0.48	0.84	0.005	0.007	0.01
54	0.519	0.349	0.479	0.223	0.00186	0.00132	0.14	0.44	1.2	0.17	0.47	0.84	0.001	0.002	0.003
55	0.518	0.348	0.479	0.223	0.00207	0.00146	0.14	0.44	1.2	0.17	0.48	0.84	0.001	0.002	0.003
56	0.516	0.348	0.479	0.224	0.00394	0.00277	0.14	0.44	1.2	0.17	0.47	0.84	0.003	0.003	0.006
57	0.515	0.347	0.48	0.223	0.00215	0.00152	0.14	0.44	1.2	0.17	0.48	0.84	0.001	0.002	0.003
58	0.514	0.347	0.48	0.224	0.00365	0.00255	0.14	0.44	1.2	0.17	0.48	0.85	0.002	0.003	0.006
59	0.513	0.347	0.479	0.224	0.00864	0.00609	0.14	0.44	1.2	0.17	0.48	0.85	0.006	0.008	0.01
60	0.513	0.346	0.48	0.223	0.00276	0.00193	0.14	0.43	1.2	0.18	0.48	0.85	0.002	0.002	0.004
61	0.512	0.345	0.48	0.223	0.00381	0.00266	0.14	0.43	1.2	0.18	0.48	0.85	0.002	0.003	0.006
62	0.511	0.345	0.48	0.223	0.0022	0.00153	0.14	0.43	1.2	0.18	0.47	0.84	0.001	0.002	0.004
63	0.509	0.345	0.479	0.224	0.00755	0.00526	0.13	0.44	1.2	0.17	0.48	0.84	0.005	0.007	0.01
64	0.509	0.344	0.48	0.223	0.00243	0.00167	0.13	0.44	1.2	0.18	0.48	0.85	0.002	0.002	0.004
65	0.508	0.344	0.48	0.224	0.00197	0.00135	0.13	0.43	1.2	0.18	0.48	0.85	0.001	0.002	0.003
66	0.507	0.344	0.48	0.224	0.00201	0.00137	0.13	0.43	1.2	0.18	0.48	0.84	0.001	0.002	0.003
67	0.507	0.343	0.479	0.224	0.00343	0.00233	0.14	0.43	1.2	0.18	0.48	0.84	0.002	0.003	0.006
